1e-05,0.190088
2e-05,0.190087
3e-05,0.190083
4e-05,0.190079
5e-05,0.190074
6e-05,0.190068
7e-05,0.190063
8e-05,0.190057
9e-05,0.190051
0.0001,0.190043
0.00011,0.190036
0.00012,0.190029
0.00013,0.190021
0.00014,0.190014
0.00015,0.190006
0.00016,0.189999
0.00017,0.189991
0.00018,0.189983
0.00019,0.189975
0.0002,0.189967
0.00021,0.189959
0.00022,0.189951
0.00023,0.189943
0.00024,0.189935
0.00025,0.189927
0.00026,0.189919
0.00027,0.189911
0.00028,0.189903
0.00029,0.189895
0.0003,0.189886
0.00031,0.189878
0.00032,0.18987
0.00033,0.189862
0.00034,0.189853
0.00035,0.189845
0.00036,0.189837
0.00037,0.189828
0.00038,0.18982
0.00039,0.189812
0.0004,0.189803
0.00041,0.189795
0.00042,0.189786
0.00043,0.189778
0.00044,0.189769
0.00045,0.189761
0.00046,0.189753
0.00047,0.189744
0.00048,0.189736
0.00049,0.189727
0.0005,0.189719
0.00051,0.18971
0.00052,0.189702
0.00053,0.189693
0.00054,0.189685
0.00055,0.189676
0.00056,0.189668
0.00057,0.189659
0.00058,0.189651
0.00059,0.189642
0.0006,0.189634
0.00061,0.189625
0.00062,0.189617
0.00063,0.189608
0.00064,0.1896
0.00065,0.189591
0.00066,0.189583
0.00067,0.189574
0.00068,0.189566
0.00069,0.189557
0.0007,0.189549
0.00071,0.189541
0.00072,0.189532
0.00073,0.189524
0.00074,0.189515
0.00075,0.189507
0.00076,0.189498
0.00077,0.189489
0.00078,0.189481
0.00079,0.189472
0.0008,0.189464
0.00081,0.189455
0.00082,0.189447
0.00083,0.189439
0.00084,0.18943
0.00085,0.189422
0.00086,0.189413
0.00087,0.189405
0.00088,0.189396
0.00089,0.189388
0.0009,0.18938
0.00091,0.189371
0.00092,0.189363
0.00093,0.189355
0.00094,0.189346
0.00095,0.189338
0.00096,0.18933
0.00097,0.189321
0.00098,0.189313
0.00099,0.189305
0.001,0.189296
0.00101,0.189288
0.00102,0.18928
0.00103,0.189272
0.00104,0.189264
0.00105,0.189255
0.00106,0.189247
0.00107,0.189239
0.00108,0.189231
0.00109,0.189223
0.0011,0.189215
0.00111,0.189207
0.00112,0.189198
0.00113,0.18919
0.00114,0.189182
0.00115,0.189174
0.00116,0.189166
0.00117,0.189158
0.00118,0.18915
0.00119,0.189142
0.0012,0.189134
0.00121,0.189126
0.00122,0.189118
0.00123,0.189111
0.00124,0.189103
0.00125,0.189095
0.00126,0.189087
0.00127,0.189079
0.00128,0.189071
0.00129,0.189064
0.0013,0.189056
0.00131,0.189048
0.00132,0.18904
0.00133,0.189033
0.00134,0.189025
0.00135,0.189017
0.00136,0.189009
0.00137,0.189002
0.00138,0.188994
0.00139,0.188987
0.0014,0.188979
0.00141,0.188971
0.00142,0.188964
0.00143,0.188956
0.00144,0.188949
0.00145,0.188941
0.00146,0.188934
0.00147,0.188926
0.00148,0.188919
0.00149,0.188911
0.0015,0.188904
0.00151,0.188897
0.00152,0.188889
0.00153,0.188882
0.00154,0.188874
0.00155,0.188867
0.00156,0.18886
0.00157,0.188852
0.00158,0.188845
0.00159,0.188838
0.0016,0.188831
0.00161,0.188823
0.00162,0.188816
0.00163,0.188809
0.00164,0.188802
0.00165,0.188795
0.00166,0.188788
0.00167,0.188781
0.00168,0.188773
0.00169,0.188766
0.0017,0.188759
0.00171,0.188752
0.00172,0.188745
0.00173,0.188738
0.00174,0.188731
0.00175,0.188724
0.00176,0.188717
0.00177,0.18871
0.00178,0.188703
0.00179,0.188697
0.0018,0.18869
0.00181,0.188683
0.00182,0.188676
0.00183,0.188669
0.00184,0.188662
0.00185,0.188655
0.00186,0.188649
0.00187,0.188642
0.00188,0.188635
0.00189,0.188628
0.0019,0.188621
0.00191,0.188615
0.00192,0.188608
0.00193,0.188601
0.00194,0.188595
0.00195,0.188588
0.00196,0.188581
0.00197,0.188575
0.00198,0.188568
0.00199,0.188562
0.002,0.188555
